event_id,timestamp,event_type,job_id,part_id,customer_id,machine_id,material,quantity,facility,priority,tool_id,cycle_time_seconds,defect_code,inspector_id,operator_id,good_quantity,scrap_quantity,reason
"evt_000018","2026-07-05T16:02:24Z","job_created","job_0124","part_1020","cust_helix",,"phenolic_prepreg",428,"la_01","normal","tool_25",,,,,,,
"evt_000019","2026-07-05T18:19:33Z","job_started","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",0,"la_01",,"tool_20",,,,,,,
"evt_000020","2026-07-05T18:41:04Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",18,"la_01",,"tool_20",894,,,,,,
"evt_000021","2026-07-05T18:41:34Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",9,"la_01",,"tool_20",894,,,,,,
"evt_000022","2026-07-05T19:08:49Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",24,"la_01",,"tool_20",932,,,,,,
"evt_000023","2026-07-05T19:09:20Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",12,"la_01",,"tool_20",932,,,,,,
"evt_000024","2026-07-05T19:34:40Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",11,"la_01",,"tool_20",1055,,,,,,
"evt_000025","2026-07-05T19:35:12Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",5,"la_01",,"tool_20",1055,,,,,,
"evt_000026","2026-07-05T19:53:26Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",23,"la_01",,"tool_20",997,,,,,,
"evt_000027","2026-07-05T19:53:59Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",11,"la_01",,"tool_20",997,,,,,,
"evt_000028","2026-07-05T20:25:53Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",18,"la_01",,"tool_20",1051,,,,,,
"evt_000029","2026-07-05T20:26:27Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",9,"la_01",,"tool_20",1051,,,,,,
"evt_000030","2026-07-05T20:47:23Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",26,"la_01",,"tool_20",1067,,,,,,
"evt_000031","2026-07-05T20:47:58Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",13,"la_01",,"tool_20",1067,,,,,,
"evt_000032","2026-07-05T21:09:11Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",17,"la_01",,"tool_20",928,,,,,,
"evt_000033","2026-07-05T21:09:47Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",8,"la_01",,"tool_20",928,,,,,,
"evt_000034","2026-07-05T21:26:46Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",26,"la_01",,"tool_20",898,,,,,,
"evt_000035","2026-07-05T21:27:23Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",13,"la_01",,"tool_20",898,,,,,,
"evt_000036","2026-07-05T21:56:44Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",19,"la_01",,"tool_20",1067,,,,,,
"evt_000037","2026-07-05T21:57:22Z","cycle_completed","job_0080","part_1015","cust_nimbus","press_04","carbon_fiber_epoxy",9,"la_01",,"tool_20",1067,,,,,,
"evt_000038","2026-07-05T23:18:53Z","tool_ready","job_0241","part_1000","cust_orbit","tooling_02","glass_fiber_epoxy",0,"la_01",,"tool_21",,,,,,,
"evt_000039","2026-07-06T06:33:45Z","job_created","job_0293","part_1000","cust_ember",,"glass_fiber_epoxy",267,"la_01","low","tool_21",,,,,,,
"evt_000040","2026-07-06T07:54:07Z","tool_ready","job_0096","part_1008","cust_slate","tooling_01","phenolic_prepreg",0,"la_01",,"tool_25",,,,,,,
"evt_000041","2026-07-06T08:32:52Z","tool_ready","job_0068","part_1018","cust_orbit","tooling_02","carbon_fiber_epoxy",0,"la_01",,"tool_05",,,,,,,
"evt_000042","2026-07-06T09:05:46Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",27,"la_01",,,,,"insp_07",,,,
"evt_000043","2026-07-06T10:41:51Z","tool_ready","job_0145","part_1020","cust_northarc","tooling_02","phenolic_prepreg",0,"la_01",,"tool_36",,,,,,,
"evt_000044","2026-07-06T12:46:56Z","job_created","job_0078","part_1005","cust_lumen",,"carbon_fiber_epoxy",500,"la_01","low","tool_01",,,,,,,
"evt_000045","2026-07-06T14:06:59Z","job_created","job_0054","part_1000","cust_ember",,"glass_fiber_epoxy",169,"la_01","low",,,,,,,,
"evt_000046","2026-07-06T14:25:47Z","tool_ready","job_0220","part_1010","cust_northarc","tooling_01","hybrid_weave_epoxy",0,"la_01",,"tool_02",,,,,,,
"evt_000047","2026-07-06T15:12:07Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",32,"la_01",,,,,"insp_07",,,,
"evt_000048","2026-07-06T15:14:44Z","inspection_failed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",4,"la_01",,,,"voids","insp_07",,,,
"evt_000049","2026-07-06T18:25:29Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",36,"la_01",,,,,,,,,
"evt_000050","2026-07-06T18:27:39Z","inspection_failed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",3,"la_01",,,,"dimensional","insp_07",,,,
"evt_000051","2026-07-06T20:03:26Z","job_started","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",0,"la_01",,"tool_21",,,,"op_13",,,
"evt_000052","2026-07-06T20:21:27Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",14,"la_01",,"tool_21",594,,,,,,
"evt_000053","2026-07-06T20:22:06Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",594,,,,,,
"evt_000054","2026-07-06T20:42:18Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",607,,,,,,
"evt_000055","2026-07-06T20:42:58Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",3,"la_01",,"tool_21",607,,,,,,
"evt_000056","2026-07-06T20:57:47Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",14,"la_01",,"tool_21",616,,,,,,
"evt_000057","2026-07-06T20:58:28Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",616,,,,,,
"evt_000058","2026-07-06T21:13:51Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",14,"la_01",,"tool_21",596,,,,,,
"evt_000059","2026-07-06T21:14:33Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",596,,,,,,
"evt_000060","2026-07-06T21:35:16Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",560,,,,,,
"evt_000061","2026-07-06T21:35:59Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",2,"la_01",,"tool_21",560,,,,,,
"evt_000062","2026-07-06T21:52:31Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",16,"la_01",,"tool_21",659,,,,,,
"evt_000063","2026-07-06T21:53:15Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",8,"la_01",,"tool_21",659,,,,,,
"evt_000064","2026-07-06T22:12:28Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",14,"la_01",,"tool_21",631,,,,,,
"evt_000065","2026-07-06T22:13:13Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",631,,,,,,
"evt_000066","2026-07-06T22:36:55Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",9,"la_01",,"tool_21",628,,,,,,
"evt_000067","2026-07-06T22:37:41Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",4,"la_01",,"tool_21",628,,,,,,
"evt_000068","2026-07-06T22:56:58Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",570,,,,,,
"evt_000069","2026-07-06T22:57:45Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",2,"la_01",,"tool_21",570,,,,,,
"evt_000070","2026-07-06T23:15:58Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",12,"la_01",,"tool_21",603,,,,,,
"evt_000071","2026-07-06T23:16:46Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",603,,,,,,
"evt_000072","2026-07-06T23:28:13Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",596,,,,,,
"evt_000073","2026-07-06T23:29:02Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",596,,,,,,
"evt_000074","2026-07-06T23:51:07Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",18,"la_01",,"tool_21",572,,,,,,
"evt_000075","2026-07-06T23:51:57Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",9,"la_01",,"tool_21",572,,,,,,
"evt_000076","2026-07-07T00:06:43Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",10,"la_01",,"tool_21",590,,,,,,
"evt_000077","2026-07-07T00:07:34Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",590,,,,,,
"evt_000078","2026-07-07T00:22:04Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",13,"la_01",,"tool_21",590,,,,,,
"evt_000079","2026-07-07T00:22:56Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",590,,,,,,
"evt_000080","2026-07-07T00:36:22Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",555,,,,,,
"evt_000081","2026-07-07T00:36:50Z","tool_ready","job_0124","part_1020","cust_helix","tooling_02","phenolic_prepreg",0,"la_01",,"tool_25",,,,,,,
"evt_000082","2026-07-07T00:37:15Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",555,,,,,,
"evt_000083","2026-07-07T00:47:44Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",9,"la_01",,"tool_21",603,,,,,,
"evt_000084","2026-07-07T00:48:38Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",4,"la_01",,"tool_21",603,,,,,,
"evt_000085","2026-07-07T01:02:02Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",11,"la_01",,"tool_21",622,,,,,,
"evt_000086","2026-07-07T01:02:57Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",622,,,,,,
"evt_000087","2026-07-07T01:23:59Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",11,"la_01",,"tool_21",572,,,,,,
"evt_000088","2026-07-07T01:24:55Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",572,,,,,,
"evt_000089","2026-07-07T01:45:57Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",585,,,,,,
"evt_000090","2026-07-07T01:46:54Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",585,,,,,,
"evt_000091","2026-07-07T02:09:56Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",666,,,,,,
"evt_000092","2026-07-07T02:10:54Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",666,,,,,,
"evt_000093","2026-07-07T02:28:36Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",10,"la_01",,"tool_21",575,,,,,,
"evt_000094","2026-07-07T02:29:35Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",575,,,,,,
"evt_000095","2026-07-07T02:52:51Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",9,"la_01",,"tool_21",623,,,,,,
"evt_000096","2026-07-07T02:53:51Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",4,"la_01",,"tool_21",623,,,,,,
"evt_000097","2026-07-07T03:04:50Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",13,"la_01",,"tool_21",569,,,,,,
"evt_000098","2026-07-07T03:05:51Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",569,,,,,,
"evt_000099","2026-07-07T03:21:50Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",17,"la_01",,"tool_21",557,,,,,,
"evt_000100","2026-07-07T03:22:52Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",8,"la_01",,"tool_21",557,,,,,,
"evt_000101","2026-07-07T03:34:13Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",12,"la_01",,"tool_21",599,,,,,,
"evt_000102","2026-07-07T03:35:16Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",599,,,,,,
"evt_000103","2026-07-07T03:51:36Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",10,"la_01",,"tool_21",611,,,,,,
"evt_000104","2026-07-07T03:52:40Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",611,,,,,,
"evt_000105","2026-07-07T04:08:45Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",12,"la_01",,"tool_21",564,,,,,,
"evt_000106","2026-07-07T04:09:50Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",564,,,,,,
"evt_000107","2026-07-07T04:32:20Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",634,,,,,,
"evt_000108","2026-07-07T04:33:26Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",2,"la_01",,"tool_21",634,,,,,,
"evt_000109","2026-07-07T04:45:52Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",13,"la_01",,"tool_21",621,,,,,,
"evt_000110","2026-07-07T04:46:59Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",621,,,,,,
"evt_000111","2026-07-07T05:04:40Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",8,"la_01",,"tool_21",555,,,,,,
"evt_000112","2026-07-07T05:05:48Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",4,"la_01",,"tool_21",555,,,,,,
"evt_000113","2026-07-07T05:17:33Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",19,"la_01",,"tool_21",572,,,,,,
"evt_000114","2026-07-07T05:18:42Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",9,"la_01",,"tool_21",572,,,,,,
"evt_000115","2026-07-07T05:38:49Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",11,"la_01",,"tool_21",631,,,,,,
"evt_000116","2026-07-07T05:39:59Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",631,,,,,,
"evt_000117","2026-07-07T06:01:11Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",10,"la_01",,"tool_21",569,,,,,,
"evt_000118","2026-07-07T06:02:22Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",569,,,,,,
"evt_000119","2026-07-07T06:14:08Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",10,"la_01",,"tool_21",635,,,,,,
"evt_000120","2026-07-07T06:15:20Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",5,"la_01",,"tool_21",635,,,,,,
"evt_000121","2026-07-07T06:34:31Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",638,,,,,,
"evt_000122","2026-07-07T06:35:44Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",638,,,,,,
"evt_000123","2026-07-07T06:42:01Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",10,"la_01",,,,,"insp_07",,,,
"evt_000124","2026-07-07T06:47:39Z","inspection_failed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",3,"la_01",,,,"delamination","insp_07",,,,
"evt_000125","2026-07-07T06:57:53Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",12,"la_01",,"tool_21",576,,,,,,
"evt_000126","2026-07-07T06:59:07Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",576,,,,,,
"evt_000127","2026-07-07T07:13:47Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",15,"la_01",,"tool_21",571,,,,,,
"evt_000128","2026-07-07T07:15:02Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",571,,,,,,
"evt_000129","2026-07-07T07:31:23Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",14,"la_01",,"tool_21",583,,,,,,
"evt_000130","2026-07-07T07:32:39Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",7,"la_01",,"tool_21",583,,,,,,
"evt_000131","2026-07-07T07:48:07Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",13,"la_01",,"tool_21",558,,,,,,
"evt_000132","2026-07-07T07:49:24Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",558,,,,,,
"evt_000133","2026-07-07T08:04:22Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",16,"la_01",,"tool_21",561,,,,,,
"evt_000134","2026-07-07T08:05:40Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",8,"la_01",,"tool_21",561,,,,,,
"evt_000135","2026-07-07T08:22:50Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",8,"la_01",,"tool_21",590,,,,,,
"evt_000136","2026-07-07T08:24:09Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",4,"la_01",,"tool_21",590,,,,,,
"evt_000137","2026-07-07T08:29:30Z","tool_ready","job_0029","part_1015","cust_aeroform","tooling_01","carbon_fiber_epoxy",0,"la_01",,,,,,,,,
"evt_000138","2026-07-07T08:38:46Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",6,"la_01",,"tool_21",574,,,,,,
"evt_000139","2026-07-07T08:38:46Z","job_started","job_0220","part_1010","cust_northarc",,"hybrid_weave_epoxy",0,"la_01",,"tool_02",,,,"op_09",,,
"evt_000140","2026-07-07T08:40:06Z","cycle_completed","job_0241","part_1000","cust_orbit","press_04","glass_fiber_epoxy",3,"la_01",,"tool_21",574,,,,,,
"evt_000141","2026-07-07T09:10:58Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",12,"la_01",,"tool_02",1213,,,,,,
"evt_000142","2026-07-07T09:12:19Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",6,"la_01",,"tool_02",1213,,,,,,
"evt_000143","2026-07-07T09:21:22Z","job_created","job_0191","part_1010","cust_prism",,"hybrid_weave_epoxy",500,"la_01","normal","tool_02",,,,,,,
"evt_000144","2026-07-07T09:35:54Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",9,"la_01",,"tool_02",1138,,,,,,
"evt_000145","2026-07-07T09:37:16Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",4,"la_01",,"tool_02",1138,,,,,,
"evt_000146","2026-07-07T09:52:04Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",36,"la_01",,,,,"insp_07",,,,
"evt_000147","2026-07-07T09:54:42Z","inspection_failed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",4,"la_01",,,,"resin_rich","insp_07",,,,
"evt_000148","2026-07-07T10:09:31Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",11,"la_01",,"tool_02",1201,,,,,,
"evt_000149","2026-07-07T10:09:31Z","job_started","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",0,"la_01",,,,,,,,,
"evt_000150","2026-07-07T10:10:54Z","cycle_completed","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",5,"la_01",,"tool_02",1201,,,,,,
"evt_000151","2026-07-07T10:41:21Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",12,"la_01",,"tool_25",1701,,,,,,
"evt_000152","2026-07-07T10:42:45Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",6,"la_01",,"tool_25",1701,,,,,,
"evt_000153","2026-07-07T11:11:03Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",16,"la_01",,"tool_25",1719,,,,,,
"evt_000154","2026-07-07T11:12:28Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",8,"la_01",,"tool_25",1719,,,,,,
"evt_000155","2026-07-07T11:22:59Z","job_blocked","job_0220","part_1010","cust_northarc","press_04","hybrid_weave_epoxy",0,"la_01",,,,,,,,,"missing_tool"
"evt_000156","2026-07-07T11:53:20Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",15,"la_01",,"tool_25",1694,,,,,,
"evt_000157","2026-07-07T11:54:46Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",7,"la_01",,"tool_25",1694,,,,,,
"evt_000158","2026-07-07T12:35:28Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",8,"la_01",,"tool_25",1858,,,,,,
"evt_000159","2026-07-07T12:36:55Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",4,"la_01",,"tool_25",1858,,,,,,
"evt_000160","2026-07-07T13:12:17Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",14,"la_01",,"tool_25",1742,,,,,,
"evt_000161","2026-07-07T13:13:45Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",7,"la_01",,"tool_25",1742,,,,,,
"evt_000162","2026-07-07T13:35:02Z","tool_ready","job_0248","part_1015","cust_nimbus","tooling_01","carbon_fiber_epoxy",0,"la_01",,"tool_20",,,,,,,
"evt_000163","2026-07-07T13:46:32Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",12,"la_01",,"tool_25",1687,,,,,,
"evt_000164","2026-07-07T13:48:01Z","cycle_completed","job_0124","part_1020","cust_helix","press_04","phenolic_prepreg",6,"la_01",,"tool_25",1687,,,,,,
"evt_000165","2026-07-07T14:25:42Z","inspection_passed","job_0080","part_1015","cust_nimbus","qc_01","carbon_fiber_epoxy",18,"la_01",,,,,"insp_07",,,,
